,title,price,link
0,"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10","Rs. 8,999",//www.daraz.pk/products/4gb-4gb-16gb-ssd-hdmi-wifi-os-10-i434350899.html
1,"Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen","Rs. 8,499",//www.daraz.pk/products/hp-chromebook-11-g6-ee-4gb-ram-ddr4-16gb-ssd-emmc-playstore-supported-116-screen-i467908941.html
2,Dell Chromebook 3189 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,"Rs. 12,498",//www.daraz.pk/products/dell-chromebook-3189-touch-screen-32gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-daraz-like-new-laptops-i645876561.html
3,Acer | C740 | 256GB Storage | 4GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported | Chromebook - FREE LAPTOP BAG,"Rs. 18,999",//www.daraz.pk/products/c740-4gb-air-4gb-10256-i478461837.html
4,Hp Chromebook 11 G4 - celeron processor - 4GB RAM - 16GB SSD,"Rs. 8,000",//www.daraz.pk/products/hp-chromebook-11-g4-celeron-processor-4gb-ram-16gb-ssd-i501952152.html
5,"Dell Chromebook 3100 | 4GB RAM | 16GB SSD EMMC | PLAYSTORE SUPPORTED | 11.6"" SCREEN SIZE","Rs. 7,504",//www.daraz.pk/products/dell-chromebook-3100-4gb-ram-16gb-ssd-emmc-playstore-supported-116-screen-size-i670786259.html
6,"Acer Chromebook CB5-311-P (13.3-inch Full HD Display, 4GB Ram , 16GB SSD) - Daraz Like New Laptops","Rs. 14,999",//www.daraz.pk/products/cb5-311-p-133-hd-4gb-16gb-ssd-i462133047.html
7,"HP EliteBook 850 G3 Ultra Book, Core i7 6th generation, 8GB DDR Ram, 256GB Solid State Drive SSD, 15.6"" Led Display, Intel HD Graphics","Rs. 56,999",//www.daraz.pk/products/hp-850-g3-6th-i7-8gb-ddr-256gb-ssd-156-led-hd-i538447110.html
8,Lenovo ThinkPad X230 - Core i5 - 3rd Gen - 4 GB RAM - 250 GB - 12..5″ Windows 10 - (Free Laptop Bag) - Daraz like new laptops - USED LAPTOP,"Rs. 21,999",//www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-used-laptop-i536879727.html
9,"Lenovo Chromebook 100e ,300e touch screen,hp g8,hp g4/g5 chrome book | 11.6” Display | Intel N3350 | 4GB RAM, 32GB Storage | Webcam | Play Store Support | 8hr Battery","Rs. 7,799",//www.daraz.pk/products/100e-intel-n3350-4gb-32gb-8hr-i892198111.html
10,Lenovo ThinkPad X230  Core i5 3rd Gen 4 GB RAM 250 GB 12..5″ Windows 10 (Free Laptop Bag) - Daraz like new laptops,"Rs. 20,399",//www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-i403903415.html
11,"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB / 32GB SSD, HDMI, WiFi, Webcam, Chrome OS","Rs. 15,999",//www.daraz.pk/products/dell-3189-convertible-chromebook-116-inches-hd-ips-touchscreen-intel-celeron-n3060-up-to-248ghz-4gb-ram-16gb-32gb-ssd-hdmi-wifi-webcam-chrome-os-i428072293.html
12,Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD,"Rs. 7,599",//www.daraz.pk/products/11-3180-4gb-16gb-ssd-i433782803.html
13,"Daraz Like New Laptops - Microsoft Surface Laptop 3 - 13.5"" Touch-Screen - Intel Core i5 - 8GB RAM - 128GB SSD","Rs. 99,999",//www.daraz.pk/products/daraz-like-new-laptops-microsoft-surface-laptop-3-135-touch-screen-intel-core-i5-8gb-ram-128gb-ssd-i433848341.html
14,Daraz Like New - Lenovo Chromebook N21 | 4GB RAM | 16GB Storage | 11.6″ Display | Rotatable Webcam | 8 Hours Battery | FREE LAPTOP BAG,"Rs. 7,999",//www.daraz.pk/products/n21-4gb-16gb-8-i448782692.html
15,"Dell 3180 Chromebook - WIndows 10 - 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam,","Rs. 7,999",//www.daraz.pk/products/3180-10-116-hd-4gb-16gb-ssd-hdmi-wifi-i830686052.html
16,"Apple MacBook Pro 2009 (A1278) - 13.3"" HD Display - Intel Core Processor - 8GB RAM - (128GB SSD TO 256GB SSD) - Daraz Like New - RAPPLE STORE","Rs. 35,000",//www.daraz.pk/products/apple-macbook-pro-2009-a1278-133-hd-display-intel-core-processor-8gb-ram-128gb-ssd-to-256gb-ssd-daraz-like-new-rapple-store-i730840689.html
17,Acer C740 ChromeBook Laptop - 4GB RAM / 128GB SSD Storage - Windows 10 Installed - Long Battery Life,"Rs. 18,650",//www.daraz.pk/products/acer-c740-chromebook-laptop-4gb-ram-128gb-ssd-storage-windows-10-installed-long-battery-life-i233737375.html
18,Apple Macbook Pro A1286 2012 15.4 LED Display - Intel® Core™ i7 Processor 4GB RAM - 500GB HDD  MacOS 10.15 Catalina (Activated) - Daraz Like New Laptops,"Rs. 54,999",//www.daraz.pk/products/a1286-2012-led-i7-4gb-4gb-hdd-500-i274933528.html
19,"Dell Latitude 5530, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 15.6"" Led Display, Numeric Keypad (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops","Rs. 27,549",//www.daraz.pk/products/5530-3rd-i5-8gb-500gb-156-led-10-i450678797.html
20,"DELL ORIGINAL | Chromebook 3100 | 6 to 8 Hours Battery Timing | 16GB SSD Storage | 4GB RAM | 11.6"" FULL HD Display | Playstore Supported | Dual Core | ChromeBook With Free Mouse Gift","Rs. 8,400",//www.daraz.pk/products/6-8-16gb-ssd-20-gb-4gb-hd-i534845286.html
21,Daraz Like New Laptops - Dell Latitude E7440 - Intel Core i5-4th Generation - 8gb Ram 500gb HDD - 14.0 Inch - Windows 10 - FREE LAPTOP BAG,"Rs. 30,209",//www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-e7440-intel-core-i5-4th-generation-8gb-ram-500gb-hdd-140-inch-windows-10-free-laptop-bag-i488322210.html
22,"Acer Chromebook C731T WINDOWS 10 | 4GB RAM | 32GB SSD EMMC | WINDOWS 10 INSTALLED | 11.6"" Touchscreen","Rs. 12,499",//www.daraz.pk/products/acer-chromebook-c731t-windows-10-4gb-ram-32gb-ssd-emmc-windows-10-installed-116-touchscreen-i804459423.html
23,Samsung | Chromebook 500C | 16GB Storage | 4GB RAM | ‎1.6 GHz Intel Celeron | Dual Core | 11.6 Inch Display | Playstore Supported | Chromebook - Daraz Like New Laptops,"Rs. 14,999",//www.daraz.pk/products/samsung-chromebook-500c-16gb-storage-4gb-ram-16-ghz-intel-celeron-dual-core-116-inch-display-playstore-supported-chromebook-daraz-like-new-laptops-i468654342.html
24,"HP Elitebook 840 G2 - Core i5-5th Generation - 500gb Hard , 8GB RAM - Daraz like new laptops","Rs. 37,999",//www.daraz.pk/products/hp-elitebook-840-g2-core-i5-5th-generation-500gb-hard-8gb-ram-daraz-like-new-laptops-i537219900.html
25,Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,"Rs. 8,499",//www.daraz.pk/products/n22n23-116-4-gb-16-gb-pubg-i374611935.html
26,Wooden Gaming Laptop Table For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Inbuild Engraved Tablet And Cup Holder Slots Couch For HP Apple Mackook M1 Dell Lenovo MSI Asus,"Rs. 1,599",//www.daraz.pk/products/wooden-gaming-laptop-table-for-bed-foldable-stand-ergonomic-portable-drawing-notebook-reading-food-breakfast-serving-with-inbuild-engraved-tablet-and-cup-holder-slots-couch-for-hp-apple-mackook-m1-dell-lenovo-msi-asus-i471263741.html
27,Daraz Like New Laptops - HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported | Dual Core | Chrome Book,"Rs. 9,499",//www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-11-g4-16gb-storage-4gb-ram-116-display-playstore-supported-dual-core-chrome-book-i381512226.html
28,"ASUS CHROMEBOOK C204E | 4GB RAM DDR4 | 32GB SSD EMMC | 11.6"" SCREEN | PLAYSTORE | Update 2029","Rs. 8,778",//www.daraz.pk/products/asus-chromebook-c204e-4gb-ram-ddr4-32gb-ssd-emmc-116-screen-playstore-update-2029-i618667333.html
29,Daraz Like New Laptops - HP | Chromebook 14 G5 | 32GB Storage | 4GB RAM | 14.1″ HD Display | Updated Version | Playstore Supported | With Type C fast charging Charger,"Rs. 19,999",//www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-g5-32gb-storage-4gb-ram-141-hd-display-updated-version-playstore-supported-with-type-c-fast-charging-charger-i478669670.html
30,"USED - LAPTOPS - Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10 - USED","Rs. 7,849",//www.daraz.pk/products/used-laptops-dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-windows-10-used-i883539138.html
31,"HP Chromebook 11 G8 EE Education laptop, Intel Celeron Dual - Core N4020, 4GB DDR4 Ram, 32GB eMMC, 11.6-inch WLED HD Webcam, Play Store Chrome OS, Updates til 2029","Rs. 11,875",//www.daraz.pk/products/hp-chromebook-11-g8-ee-education-laptop-intel-celeron-dual-core-n4020-4gb-ddr4-ram-32gb-emmc-116-inch-wled-hd-webcam-play-store-chrome-os-updates-til-2029-i264660504.html
32,Acer | Chromebook Spin 511 R752T | 32GB Storage | 4GB RAM | Intel UHD Graphics 500 | Intel Celeron N4020 | 11.6″ Display | Windows 10 | ChromeBook - Daraz Like New Laptops,"Rs. 19,999",//www.daraz.pk/products/acer-chromebook-spin-511-r752t-32gb-storage-4gb-ram-intel-uhd-graphics-500-intel-celeron-n4020-116-display-windows-10-chromebook-daraz-like-new-laptops-i802221114.html
33,Daraz Like New Laptops - Hp 14 Chromebook || 4 GB Ram - 16GB Rom || FREE LAPTOP BAG AND CHARGER,"Rs. 14,499",//www.daraz.pk/products/hp-14-4gb-16gb-14-hd-i603828059.html
34,Hp Elitebook 820 G3 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG,"Rs. 40,499",//www.daraz.pk/products/hp-820-g3-6th-i5-8gb-ddr4-256gb-ssd-i257192748.html
35,"HP EliteBook 840 G2 Core i5 – 5th Gen., 8GB Ram,256GB SSD, 14″ Display Window 10 - With Bag Gift - Daraz Like New Laptops","Rs. 48,999",//www.daraz.pk/products/hp-840-g2-i5-5th-8gb-14-gb-ssd-14-10-i460150696.html
36,Dell Latitude E7240 - Like New Laptops -  Core i7 - 4th generation | 8GB RAM - 256GB NVME SSD | 6 Months Warranty | 3Hours+ Battery Backup + Free Laptop Bag | Free Laptop Cleaner |  Free Wireless Mouse,"Rs. 42,000",//www.daraz.pk/products/e7440-i7-4th-8-gb-6-3-i539200346.html
37,"Daraz Like New Laptops - Hp Chromebook 11 G8 - 4GB Ram DDR4 - 32GB SSD - 11.6"" Screen Size - Chrome OS - FREE LAPTOP BAG AND CHARGER","Rs. 13,999",//www.daraz.pk/products/hp-g8-4gb-ddr4-32gb-ssd-os-i604367802.html
38,"Apple MacBook Pro 2013 (A1502) - 13.3"" Retina Display - Intel Core i5 - 8GB RAM DDR3 - (128GB SSD TO 512GB SSD) - Daraz Like New - RAPPLE STORE","Rs. 55,140",//www.daraz.pk/products/apple-macbook-pro-2013-a1502-133-retina-display-intel-core-i5-8gb-ram-ddr3-128gb-ssd-to-512gb-ssd-daraz-like-new-rapple-store-i848209800.html
39,"Lenovo Chromebook N23 Windows 10- Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen - Windows Converted","Rs. 8,073",//www.daraz.pk/products/lenovo-chromebook-n23-windows-10-celeron-processor-4gb-ram-16gb-ssd-116-screen-windows-converted-i832311808.html
40,"Daraz Like New Laptops - Lenovo Thinkpad x250 Ultra Book, Core i5 5th generation, 8GB DDR3 Ram, 500GB Hard Drive, 12.1"" Led Display, Intel HD Graphics","Rs. 29,999",//www.daraz.pk/products/x250-5th-i5-8gb-ddr3-500gb-121-led-hd-i409481556.html
41,"HP Chromebook 14"" HD Widescreen Laptop Computer - Intel Celeron N3350 up to 2.4GHz - 4GB DDR4 Memory - 16GB eMMC Flash Memory - 802.11ac - Bluetooth - USB-C 3.1 - Chrome OS - Play Store","Rs. 13,299",//www.daraz.pk/products/hp-chromebook-14-hd-widescreen-laptop-computer-intel-celeron-n3350-up-to-24ghz-4gb-ddr4-memory-16gb-emmc-flash-memory-80211ac-bluetooth-usb-c-31-chrome-os-play-store-i438325283.html
42,"Daraz Like New Laptops - HP ProBook 6460 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 14.1"" Led Display, Intel HD Graphics Card","Rs. 23,749",//www.daraz.pk/products/daraz-like-new-laptops-hp-probook-6460-core-i5-2nd-genertion-8gb-ddr3-ram-128gb-ssd-drive-141-led-display-intel-hd-graphics-card-i416752163.html
43,Dell Chromebook 3189 | 32GB Storage | 4GB RAM | ‎Intel Celeron 1.60GHz | 11.6 Inch Display | Playstore Supported Laptop Chromebook Daraz Like New Laptops,"Rs. 12,998",//www.daraz.pk/products/dell-chromebook-3189-32gb-storage-4gb-ram-intel-celeron-160ghz-116-inch-display-playstore-supported-laptop-chromebook-daraz-like-new-laptops-i468655696.html
44,"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS / Windows 10 - used laptops","Rs. 7,989",//www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-windows-10-used-laptops-i887492504.html
45,DELL CHROMEBOOK LAPTOP 3120 P22T - 4GB/16GB - Longer Battery Life,"Rs. 9,800",//www.daraz.pk/products/dell-chromebook-laptop-3180-4gb32gb-with-play-store-long-battery-life-i434659482.html
46,HP - EliteBook 840G5 - CORE I5 8TH GENERATION- 16GB RAM - 256GB SSD - Windows® 10 Activated - FREE LAPTOP BAG,"Rs. 70,899",//www.daraz.pk/products/hp-840g5-8th-i5-16gb-256gb10-i370333854.html
47,Apple MacBook Pro 2012 - 128GB Storage 4GB RAM - 2.5GHz Dual-Core Core i5 - Mid 2012 13.3-inch LED Display - Dual Operating System MacOS & Windows 10 - Silver,"Rs. 41,999",//www.daraz.pk/products/2012-4gb-128-ghz-i5-25-led-10-i130420329.html
48,"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC Storage, Windows 8.1 or 10 Home in S Mode (14-cb030nr, Smoke Gray)","Rs. 18,049",//www.daraz.pk/products/hp-stream-14-inch-laptop-intel-celeron-n3060-processor-4-gb-sdram-memory-32-gb-emmc-storage-windows-10-home-in-s-mode-14-cb030nr-smoke-gray-i385729442.html
49,"LENOVO CHROMEBOOK 100E | 4GB RAM DDR4 | 32GB SSD EMMC | 11.6"" SCREEN | PLAYSTORE SUPPORTED | AUE UPDATE 2027","Rs. 9,785",//www.daraz.pk/products/lenovo-chromebook-100e-4gb-ram-ddr4-32gb-ssd-emmc-116-screen-playstore-supported-aue-update-2027-i463746796.html
50,"Daraz Like New Laptops - Dell Latitude E7250 , Core i7 5th generation, 8GB DDR3 Ram, 256GB SSD Drive, 12.1"" Led Display, Intel HD Graphics","Rs. 33,249",//www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-e7250-core-i7-5th-generation-8gb-ddr3-ram-256gb-ssd-drive-121-led-display-intel-hd-graphics-i420129082.html
51,Lenovo Thinkpad X240 - Core i5 4th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG,"Rs. 28,999",//www.daraz.pk/products/x240-4th-i5-8gb-500gb-hdd-125-i363477868.html
52,Dell 5400 i7 8th Generation With Free Laptop Bag + Free RGB Mouse,"Rs. 55,999",//www.daraz.pk/products/5400-i7-8th-rgb-i896631489.html
53,Apple MacBook Pro 2012 (A1278) - 13.3 Inches HD Display - Intel Core i5 - 8GB RAM DDR3 - 128GB SSD TO 512GB SSD Storage - Daraz Like New,"Rs. 41,355",//www.daraz.pk/products/apple-macbook-pro-2012-a1278-133-inches-hd-display-intel-core-i5-8gb-ram-ddr3-128gb-ssd-to-512gb-ssd-storage-daraz-like-new-i729947425.html
54,Lenovo ThinkPad T450 Core-i5-5th Gen 8 GB RAM 256 GB SSD 14″ Display,"Rs. 29,000",//www.daraz.pk/products/t450-core-i5-5th-8-gb-14-ssd-256-gb-i883378507.html
55,"Lenovo IdeaPad MIIX 520 2-In-1 Touchscreen Laptop - Core i5 8th Generation - Fingerprint Sensor - 12.2"" FHD Display - RAM 8GB DDR4 - 256GB NVME SSD - Windows 10 (Renewed)","Rs. 43,999",//www.daraz.pk/products/lenovo-ideapad-miix-520-2-in-1-touchscreen-laptop-core-i5-8th-generation-fingerprint-sensor-122-fhd-display-ram-8gb-ddr4-256gb-nvme-ssd-windows-10-renewed-i389048739.html
56,"Dell Chromebook 11 3180 Windows | 4GB RAM | 16GB SSD EMMC | 11.6"" SCREEN | Windows 10 Converted","Rs. 8,199",//www.daraz.pk/products/dell-chromebook-11-3180-windows-4gb-ram-16gb-ssd-emmc-116-screen-windows-10-converted-i638354602.html
57,HP EliteBook 840 G7 Intel® Core™ i5 10310U 10th Generation 16GB RAM 256GB SSD 14” FHD Win 11 Dos Silver - Daraz Like New Laptops,"Rs. 84,999",//www.daraz.pk/products/hp-elitebook-840-g7-intel-core-i5-10310u-10th-generation-16gb-ram-256gb-ssd-14-fhd-win-11-dos-silver-daraz-like-new-laptops-i609274258.html
58,"Dell Latitude 5490 Ultra Book, Core i5 8th generation, 8GB DDR Ram, 256GB Solid State Drive SSD, 14.1"" FHD Led Display, Intel HD Graphics (Windows 11 Licensed) - Daraz like new laptops","Rs. 51,499",//www.daraz.pk/products/dell-latitude-5490-ultra-book-core-i5-8th-generation-8gb-ddr-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-windows-11-licensed-daraz-like-new-laptops-i456074877.html
59,Lenovo ThinkPad X260 - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 12.5 inches Screen - FREE LAPTOP BAG Windows 10 (Registered Windows) - Daraz like new laptops,"Rs. 41,999",//www.daraz.pk/products/lenovo-thinkpad-x260-core-i5-6th-generation-8gb-ddr4-256gb-ssd-125-inches-screen-free-laptop-bag-windows-10-registered-windows-daraz-like-new-laptops-i316356475.html
60,Dell Latitude 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - daraz like new laptops,"Rs. 39,499",//www.daraz.pk/products/dell-latitude-7280-core-i5-7th-generation-8gb-ram-256gb-ssd-125inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i410482925.html
61,"Apple MacBook Pro A1278 Mid 2012 With 2.5GHz Intel Core i5 (13.3 inch, 4GB RAM, 500GB) (Dual Operating System MacOS & Windows 10 Supported) Silver - Daraz Like New Laptops","Rs. 43,999",//www.daraz.pk/products/a1278-2012-ghz-i5-4gb-4gb-25-gb-10-i309871929.html
62,Lenovo Chromebook 300e - Touch Laptop and Tab - 4GB Ram - 32GB Storage - Touch x 360° Rotatable - Playstore Supported - Type C Charger,"Rs. 14,999",//www.daraz.pk/products/lenovo-chromebook-300e-touch-laptop-and-tab-4gb-ram-32gb-storage-touch-x-360-rotatable-playstore-supported-type-c-charger-i454166069.html
63,Acer Chromebook R11 C738T TouchScreen | Intel Celeron 5th Gen | 4GB RAM | 32GB SSD,"Rs. 13,500",//www.daraz.pk/products/acer-chromebook-r11-c738t-touchscreen-intel-celeron-5th-gen-4gb-ram-32gb-ssd-i524230127.html
64,Top Adjustable Wooden Gaming Laptop Table With For Bed 4 Level Adjustment Board Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Mouse Space Area,"Rs. 3,499",//www.daraz.pk/products/4-i493078193.html
65,"Dell Chromebook 3100 - Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen - Playstore - Update 2029","Rs. 8,200",//www.daraz.pk/products/dell-chromebook-3100-celeron-processor-4gb-ram-16gb-ssd-116-screen-playstore-update-2029-i670786421.html
66,SAMSUNG Chromebook 4 Intel® Celeron® Processor N4000 4GB RAM 32GB eMMC 11.6” HD Chrome OS™ 2029 UPDATE Silver Open Box Condition - Daraz Like New Laptops,"Rs. 28,999",//www.daraz.pk/products/samsung-chromebook-4-intel-celeron-processor-n4000-4gb-ram-32gb-emmc-116-hd-chrome-os-2029-update-silver-open-box-condition-daraz-like-new-laptops-i437347445.html
67,"Dell Latitude 6430, Core i5 3rd generation, 4 GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG","Rs. 23,999",//www.daraz.pk/products/6430-3rd-i5-4-gb-500gb-14-led-10-i419772532.html
68,Apple MacBook Pro A1278 - 8GB RAM 256GB SSD  - 2.5GHz Dual-Core Intel Core i5 - Mid 2012 13.3-inch LED Display - Dual Operating System MacOS Catalina 10.15 - Silver - Daraz Like New Laptops,"Rs. 44,999",//www.daraz.pk/products/8gb-a1278-8gb-ssd-256-ghz-i5-25-led-2012-i461876488.html
69,"Lenovo N23 CHROMEBOOK - Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen","Rs. 8,200",//www.daraz.pk/products/lenovo-n23-chromebook-celeron-processor-4gb-ram-16gb-ssd-116-screen-i431018063.html
70,HP Chromebook 11 G5 - 4gb/32gb - Chrome OS -11.6 Inch Laptop,"Rs. 16,500",//www.daraz.pk/products/hp-chromebook-11-g5-4gb32gb-chrome-os-116-inch-laptop-i404861365.html
71,"HP Chromebook 14-inch Laptop with 180-Degree Hinge - AMD A4-9120 RADEON R4 - 5 Computer Cores Processor - 4 GB DDR4 SDRAM - 32 GB eMMC Storage - Chrome OS (14-db0030nr, Graphite Grey) Play Store","Rs. 14,999",//www.daraz.pk/products/hp-chromebook-14-inch-laptop-with-180-degree-hinge-amd-a4-9120-radeon-r4-5-computer-cores-processor-4-gb-ddr4-sdram-32-gb-emmc-storage-chrome-os-14-db0030nr-graphite-grey-play-store-i221711075.html
72,USA STOCK TOUCH SCREEN 360° Folding Lenovo 300e Chromebook 4GB Ram 32 GB Storage Update 2029/2027 FREE TOUCH STYLUS PEN,"Rs. 14,999",//www.daraz.pk/products/300e-9th-32-gb-4-gb-ddr-4-ram-x-360-c-12-h-i439777203.html
73,"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - Daraz like new laptops","Rs. 8,499",//www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-daraz-like-new-laptops-i435988249.html
74,Daraz Like New Laptops - HP Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Free Laptop Bag,"Rs. 11,999",//www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-4gb-ram-16gb-rom-playstore-supported-14-inch-hd-display-free-laptop-bag-i448780234.html
75,"Lenovo Chromebook 300e (11.6"" Touch, Intel/MediaTek, 4GB RAM, 32GB Storage, 360° Flip, Black) – Like New Laptops  | 1 Year Warranty","Rs. 16,999",//www.daraz.pk/products/300e-116-4gb-32gb-360-1-i878203325.html
76,"Hp Chromebook 11 G6 Touchscreen | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" Touchscreen | Update 2027","Rs. 9,120",//www.daraz.pk/products/hp-chromebook-11-g6-touchscreen-4gb-ram-ddr4-16gb-ssd-emmc-playstore-supported-116-touchscreen-update-2027-i878328862.html
77,"Daraz Like New Laptops - Lenovo N23 Chromebook – 11.6″ – 4 G 4GB RAM, 16GB Storage, Chrome OS","Rs. 9,499",//www.daraz.pk/products/daraz-like-new-laptops-lenovo-n23-chromebook-116-4-g-4gb-ram-16gb-storage-chrome-os-i438312499.html
78,"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS","Rs. 9,999",//www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-i439038585.html
79,Dell Latitude E7470 - Core i7 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,"Rs. 44,999",//www.daraz.pk/products/dell-latitude-e7470-core-i7-6th-generation-8gb-ddr4-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i537283292.html
80,Daraz Like New Laptops - Dell Chromebook touch 360 11 5190 - 4GB RAM - 32GB SSD,"Rs. 15,999",//www.daraz.pk/products/daraz-like-new-laptops-dell-chromebook-touch-360-11-5190-4gb-ram-32gb-ssd-i423413162.html
81,Acer ChromeBook R11 - Touch Screen Laptop - 16GB Storage - 4GB RAM - 360 Rotatable - 11.6″ HD Display - Playstore Supported - Long Battery Life - Free Laptop Bag,"Rs. 14,999",//www.daraz.pk/products/acer-chromebook-r11-touch-screen-laptop-16gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-long-battery-life-free-laptop-bag-i493945842.html
82,Lenovo N23 Chromebook - 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - Daraz Like New Laptops,"Rs. 14,999",//www.daraz.pk/products/n23-116-4-gb-16-gb-pubg-i392037409.html
83,"HP Chromebook 14"" HD  Widescreen Laptop Computer - Intel Celeron N3350 up to 2.4GHz - 4GB DDR4 Memory - 32GB eMMC Flash Memory - 802.11ac - Bluetooth - USB-C 3.1 - Chrome OS - Play Store - Refurbished","Rs. 14,999",//www.daraz.pk/products/hp-chromebook-14-hd-widescreen-laptop-computer-intel-celeron-n3350-up-to-24ghz-4gb-ddr4-memory-32gb-emmc-flash-memory-80211ac-bluetooth-usb-c-31-chrome-os-play-store-refurbished-i221712013.html
84,"Dell Latitude 5430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops","Rs. 25,399",//www.daraz.pk/products/dell-latitude-5430-core-i5-3rd-generation-8gb-ram-500gb-hard-drive-14-led-display-windows-10-registered-free-laptop-bag-daraz-like-new-laptops-i407519359.html
85,"Daraz Like New Laptops - Dell Chromebook 3189 - 4GB RAM, 32GB Storage, Chrome OS X360 Touch Screen Convertible 2 in 1 laptop","Rs. 17,099",//www.daraz.pk/products/daraz-like-new-laptops-dell-chromebook-3189-4gb-ram-32gb-storage-chrome-os-x360-touch-screen-convertible-2-in-1-laptop-i438313392.html
86,"Daraz Like New Laptops - Dell Latitude 6320 , Core i5 2nd Genertion, 8GB DDR3 Ram, 128GB SSD Drive, 13.3"" Led Display, Intel HD Graphics Card","Rs. 23,749",//www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-6320-core-i5-2nd-genertion-8gb-ddr3-ram-128gb-ssd-drive-133-led-display-intel-hd-graphics-card-i416462388.html
